Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YDL072C,590.199,-0.515,0.202,-2.546,0.010902698,0.030577035
YDR351W,395.966,-0.513,0.220,-2.338,0.019398977,0.049456933
YPL270W,328.138,-0.513,0.241,-2.125,0.033592386,0.078200083
YIL116W,449.428,-0.508,0.230,-2.210,0.027093768,0.065424472
YDR174W,1123.960,-0.508,0.194,-2.620,0.008789186,0.025531835
YKL213C,519.878,-0.501,0.225,-2.220,0.026429074,0.063989896
YJR104C,1293.104,-0.499,0.214,-2.332,0.019683677,0.050088832
YPL091W,897.243,-0.499,0.194,-2.571,0.010141413,0.028783406
YOL060C,297.860,-0.498,0.238,-2.094,0.036288137,0.083333991
YOL049W,560.588,-0.498,0.205,-2.423,0.015406722,0.040690507
YBR130C,373.106,-0.497,0.235,-2.112,0.034666066,0.080252901
YML067C,435.718,-0.495,0.217,-2.286,0.022266301,0.055594188
YBR096W,277.235,-0.492,0.244,-2.021,0.043239117,0.09601238
YOR076C,283.031,-0.492,0.240,-2.053,0.040044336,0.090095614
YEL021W,395.613,-0.490,0.242,-2.025,0.042857289,0.095242312
YNL031C,2781.646,-0.490,0.177,-2.765,0.00568513,0.017496173
YER090W,943.160,-0.489,0.201,-2.433,0.014957481,0.039755025
YGL155W,305.832,-0.483,0.232,-2.082,0.037337173,0.085310735
YGL012W,1600.472,-0.482,0.183,-2.641,0.008254725,0.024146956
YPR106W,351.967,-0.480,0.232,-2.064,0.039010211,0.08809698
YLR206W,448.283,-0.480,0.233,-2.056,0.03977525,0.089527239
YNL001W,299.161,-0.479,0.239,-2.003,0.04519732,0.099507297
YGL112C,589.990,-0.479,0.212,-2.263,0.023666147,0.058312871
YEL071W,4683.496,-0.478,0.183,-2.612,0.008992177,0.026015038
YIL044C,293.591,-0.478,0.235,-2.030,0.042388763,0.094278157
YDR251W,484.044,-0.478,0.233,-2.047,0.040694326,0.091112138
YHR188C,650.946,-0.477,0.212,-2.245,0.024781866,0.060649769
YMR091C,397.313,-0.471,0.227,-2.074,0.03804244,0.086341731
YGL124C,385.224,-0.470,0.221,-2.129,0.033234564,0.077566334
YMR086W,340.433,-0.469,0.230,-2.043,0.041069423,0.091794297
YOR247W,989.956,-0.469,0.224,-2.091,0.036545749,0.083854761
YOL111C,315.601,-0.468,0.230,-2.034,0.041941949,0.093475541
YKL161C,574.976,-0.467,0.223,-2.089,0.036725927,0.08419713
YER177W,4272.946,-0.466,0.197,-2.366,0.017961612,0.046357496
YLR429W,996.786,-0.465,0.191,-2.441,0.014649851,0.039128629
YPL048W,1879.904,-0.465,0.214,-2.169,0.030088477,0.071294613
YPR113W,545.910,-0.455,0.211,-2.158,0.030917017,0.072813659
YOR136W,1419.209,-0.454,0.186,-2.436,0.014841825,0.039524899
YMR276W,880.361,-0.451,0.192,-2.349,0.018818348,0.048196251
YLR194C,760.836,-0.449,0.196,-2.285,0.022303593,0.055661744
YJR105W,1575.363,-0.447,0.181,-2.470,0.013505298,0.03642947
YER021W,1144.883,-0.436,0.207,-2.104,0.035360199,0.081685966
YDR264C,656.326,-0.430,0.210,-2.047,0.040684308,0.091112138
YFL018C,1133.882,-0.427,0.198,-2.153,0.031321495,0.073638689
YNL067W,4661.005,-0.416,0.174,-2.389,0.016898806,0.043948209
YDR483W,1541.319,-0.409,0.180,-2.276,0.022874013,0.056772654
YDR224C,1985.559,-0.406,0.200,-2.027,0.042700528,0.094932735
YNL037C,760.177,-0.399,0.195,-2.045,0.040872105,0.091466053
YDL029W,894.111,-0.396,0.190,-2.086,0.036961615,0.084599386
YER120W,1123.211,-0.378,0.186,-2.031,0.042217732,0.093967766
YBR118W,72473.438,0.340,0.169,2.013,0.044107413,0.097622617
YEL046C,1230.601,0.370,0.183,2.022,0.04315627,0.095867564
YDR025W,5216.609,0.371,0.183,2.033,0.04204292,0.093623833
YJR007W,1402.175,0.374,0.181,2.067,0.038726235,0.087620051
YNL064C,1916.454,0.375,0.180,2.078,0.037677048,0.085834851
YKL180W,6397.109,0.375,0.179,2.101,0.035642394,0.082185543
YJR123W,16536.738,0.388,0.167,2.319,0.020410685,0.051648817
YOR007C,1619.228,0.394,0.180,2.187,0.02876887,0.068646386
YGR214W,7728.525,0.400,0.179,2.238,0.025238383,0.061573049
YBR127C,1894.473,0.401,0.190,2.111,0.034775508,0.080472006
YLR150W,9311.197,0.401,0.166,2.412,0.01584798,0.04167375
YJL158C,4052.232,0.406,0.169,2.398,0.016502919,0.043104167
YIL109C,1354.343,0.409,0.198,2.060,0.039404088,0.088817716
YBR015C,872.488,0.410,0.201,2.043,0.041031889,0.091785854
YDR349C,652.602,0.411,0.204,2.013,0.044133009,0.097622617
YGR178C,932.984,0.411,0.196,2.101,0.03567597,0.082205899
YML085C,1304.803,0.414,0.182,2.275,0.022927815,0.056838744
YNL085W,769.668,0.418,0.193,2.165,0.03038376,0.071806556
YER102W,6931.181,0.421,0.176,2.385,0.017095871,0.044382131
YDR072C,1068.057,0.423,0.203,2.082,0.037366997,0.085343019
YGR055W,853.407,0.423,0.192,2.206,0.027357276,0.065943647
YCL050C,1110.023,0.424,0.196,2.159,0.030869348,0.072764419
YKL150W,751.329,0.431,0.205,2.097,0.035957172,0.082783701
YJR006W,483.816,0.432,0.209,2.061,0.039274091,0.088619297
YML073C,6182.195,0.432,0.180,2.407,0.016080161,0.042161965
YKL080W,1953.260,0.434,0.199,2.185,0.028879205,0.068788926
YGL123W,13995.004,0.435,0.174,2.503,0.012309648,0.03368891
YIL048W,393.030,0.436,0.217,2.009,0.044497973,0.09816632
YEL037C,839.773,0.437,0.198,2.204,0.027547697,0.066285122
YKL081W,9730.972,0.437,0.175,2.504,0.012268913,0.033594334
YER082C,540.430,0.438,0.206,2.122,0.033816028,0.078687018
YDR293C,694.684,0.438,0.198,2.216,0.026664566,0.064531334
YBR249C,2543.126,0.438,0.177,2.482,0.013080925,0.035513764
YKL212W,1187.899,0.440,0.191,2.308,0.020991147,0.052969771
YPL190C,714.398,0.441,0.210,2.096,0.036042906,0.082910881
YGL103W,10386.512,0.443,0.213,2.079,0.037616724,0.085733338
YHR068W,969.805,0.445,0.197,2.254,0.024191529,0.059472664
YER167W,423.411,0.446,0.216,2.065,0.038892629,0.087867933
YDR148C,471.923,0.447,0.209,2.143,0.032077684,0.075221408
YDR208W,501.119,0.448,0.214,2.093,0.036329733,0.083394296
YBR069C,1142.551,0.449,0.185,2.424,0.015344887,0.040548122
YDR527W,405.217,0.450,0.220,2.047,0.040622141,0.091094103
YIL128W,423.237,0.451,0.214,2.101,0.035652022,0.082185543
YEL055C,726.260,0.451,0.205,2.199,0.027871095,0.066974377
YOL004W,556.211,0.451,0.203,2.227,0.025940862,0.062976076
YFL062W,563.334,0.452,0.206,2.190,0.028537531,0.068334255
YIL018W,11444.200,0.452,0.194,2.328,0.019890233,0.050543499
YOR165W,552.183,0.453,0.207,2.187,0.028767994,0.068646386
YOL128C,448.234,0.455,0.222,2.050,0.040330394,0.090551893
YIL068C,494.281,0.455,0.219,2.075,0.037948481,0.086214563
YML010W,450.457,0.458,0.217,2.114,0.034544948,0.080006571
YIL069C,2663.524,0.461,0.175,2.631,0.008508974,0.024830619
YPR132W,4211.177,0.462,0.213,2.167,0.030258809,0.071542349
YJR075W,612.250,0.463,0.204,2.268,0.023329055,0.057560526
YML002W,358.251,0.465,0.221,2.101,0.035607481,0.082152518
YLR333C,1045.786,0.465,0.219,2.126,0.033543392,0.078152941
YGL116W,396.102,0.466,0.229,2.031,0.042231927,0.093967766
YKR090W,388.360,0.466,0.232,2.011,0.04430668,0.097902683
YKL173W,334.380,0.468,0.225,2.079,0.037573691,0.085707102
YCR084C,755.464,0.468,0.225,2.085,0.037042115,0.084707747
YKR057W,2044.888,0.470,0.227,2.068,0.038650689,0.0875031
YLR414C,643.555,0.470,0.213,2.211,0.027057987,0.065367096
YJR145C,11200.028,0.471,0.193,2.437,0.014794824,0.039430753
YOL030W,1128.377,0.471,0.206,2.284,0.022346338,0.055717884
YGL040C,1019.289,0.472,0.191,2.464,0.013735307,0.036994849
YIL143C,503.058,0.474,0.206,2.294,0.021787779,0.054549696
YNL069C,8274.244,0.474,0.191,2.485,0.012946188,0.035253565
YGL031C,4448.885,0.475,0.188,2.529,0.011438336,0.031775815
YPL086C,628.104,0.477,0.203,2.343,0.019152921,0.048898398
YHR098C,767.068,0.477,0.196,2.431,0.015065037,0.039958676
YNL329C,307.033,0.477,0.232,2.060,0.039411024,0.088817716
YBR039W,514.353,0.477,0.216,2.209,0.027170068,0.065579596
YPL235W,664.433,0.480,0.198,2.432,0.01501946,0.039880772
YOR096W,7169.678,0.481,0.184,2.610,0.009060854,0.026160962
YER122C,914.628,0.483,0.192,2.523,0.011648439,0.032183193
YOR014W,513.421,0.483,0.216,2.236,0.025358392,0.061838088
YCR053W,2254.704,0.485,0.187,2.598,0.009381702,0.026950712
YOR181W,339.862,0.485,0.232,2.087,0.036902704,0.084531131
YBR025C,4353.375,0.486,0.174,2.784,0.005366053,0.016665105
YNR003C,366.060,0.486,0.223,2.180,0.029263169,0.069599791
YPR199C,260.405,0.486,0.241,2.018,0.043573663,0.096636859
YNL197C,300.210,0.486,0.233,2.088,0.036769835,0.084262269
YER095W,496.169,0.487,0.208,2.345,0.019028235,0.048602885
YOL041C,687.336,0.489,0.201,2.434,0.01493097,0.039714444
YKL139W,288.318,0.491,0.238,2.058,0.039603013,0.089213416
YOR254C,1199.599,0.492,0.189,2.603,0.009240564,0.026587399
YGL137W,1166.219,0.492,0.188,2.625,0.008673165,0.025275814
YEL022W,507.798,0.493,0.216,2.284,0.022353695,0.055717884
YMR142C,9105.994,0.493,0.182,2.706,0.006819308,0.020499389
YPR105C,423.030,0.496,0.237,2.095,0.036182218,0.083148875
YKR094C,5241.916,0.496,0.187,2.657,0.007872351,0.023228349
YJL177W,3448.049,0.496,0.206,2.413,0.015842311,0.04167375
YCR094W,337.662,0.496,0.228,2.173,0.02976284,0.070615325
YDR367W,379.280,0.497,0.234,2.119,0.034107011,0.079160873
YLR110C,28023.794,0.497,0.197,2.529,0.011447007,0.031775815
YPL143W,3331.954,0.497,0.223,2.229,0.025808902,0.062767803
YBL030C,2216.500,0.499,0.176,2.837,0.004559347,0.014499257
YHR203C,9510.381,0.503,0.169,2.982,0.002866431,0.009815901
YMR143W,3660.348,0.503,0.177,2.844,0.004454079,0.014209116
YNL236W,466.819,0.505,0.217,2.325,0.02007202,0.050862834
YDR206W,670.402,0.506,0.200,2.528,0.01148519,0.031865541
YOR270C,3549.453,0.506,0.177,2.860,0.004232212,0.013674848
YHL015W,6685.811,0.507,0.187,2.715,0.006632858,0.020049738
YPR032W,338.261,0.507,0.235,2.158,0.030947678,0.072854317
YEL013W,515.847,0.507,0.221,2.298,0.021546349,0.054132267
YIL159W,225.798,0.510,0.249,2.047,0.040697202,0.091112138
YBR235W,308.460,0.511,0.234,2.185,0.02886066,0.068788926
YGR198W,633.693,0.512,0.210,2.443,0.014562947,0.03894298
YER171W,502.342,0.513,0.248,2.069,0.038542092,0.087293585
YOR232W,603.632,0.514,0.203,2.537,0.011188558,0.031281943
YMR076C,250.992,0.515,0.251,2.053,0.040098614,0.090180423
YGR173W,566.008,0.516,0.207,2.495,0.012600794,0.034399156
YPR029C,589.123,0.516,0.245,2.110,0.034893129,0.080709842
YLR183C,305.814,0.517,0.250,2.067,0.038767693,0.087658508
YGR134W,297.490,0.518,0.237,2.187,0.028745948,0.068646386
YDL082W,4516.927,0.519,0.173,3.010,0.002614662,0.009062163
YER113C,467.055,0.520,0.254,2.047,0.04066143,0.091112138
YMR247C,452.793,0.521,0.244,2.131,0.033091497,0.07726559
YNL216W,619.079,0.522,0.202,2.582,0.009816975,0.028038188
YLL045C,14604.697,0.523,0.168,3.117,0.001824968,0.006638247
YOR168W,1924.070,0.523,0.177,2.964,0.00303302,0.010289186
YMR012W,1272.457,0.524,0.182,2.878,0.004004001,0.013022583
YEL058W,921.117,0.525,0.192,2.734,0.006261189,0.019021421
YAL003W,7563.312,0.526,0.175,3.013,0.002583659,0.008971863
YFL041W,292.894,0.527,0.234,2.246,0.024684901,0.060466889
YMR230W,1966.219,0.527,0.204,2.583,0.009791158,0.027993858
YJL054W,414.973,0.528,0.233,2.268,0.023302739,0.057547818
YBL092W,5601.174,0.529,0.190,2.788,0.005299071,0.016504208
YPR169W,693.843,0.529,0.202,2.618,0.00883832,0.025633485
YDL130W,3271.115,0.529,0.214,2.478,0.013214131,0.035803909
YDR310C,461.506,0.530,0.211,2.515,0.011895979,0.032721465
YMR235C,1564.314,0.531,0.192,2.770,0.005610249,0.017295088
YGL120C,1060.505,0.531,0.201,2.645,0.00817103,0.023977116
YJL128C,599.093,0.531,0.229,2.322,0.020229652,0.051214546
YFL025C,230.421,0.533,0.256,2.080,0.037531731,0.085647316
YJR042W,594.065,0.533,0.212,2.519,0.01176962,0.03243953
YLR451W,432.051,0.533,0.213,2.508,0.012146663,0.03330991
YBR263W,1612.450,0.534,0.179,2.987,0.002815885,0.009667162
YLR426W,264.666,0.535,0.241,2.216,0.026679767,0.064539401
YGL201C,345.274,0.535,0.230,2.327,0.019977391,0.050681984
YDL004W,305.301,0.537,0.236,2.270,0.023200379,0.057373198
YML061C,343.172,0.537,0.233,2.300,0.021433516,0.053893517
YHL011C,1299.497,0.538,0.194,2.778,0.005471722,0.01691599
YDR064W,10107.043,0.539,0.188,2.871,0.0040928,0.013287552
YER169W,309.460,0.539,0.246,2.193,0.028327967,0.067912527
YPL169C,762.935,0.539,0.258,2.095,0.036192238,0.083148875
YJR117W,845.261,0.541,0.196,2.759,0.005793416,0.017769091
YOR141C,370.433,0.541,0.238,2.275,0.022891585,0.056790346
YBL045C,741.322,0.542,0.236,2.296,0.021684737,0.05434175
YNL287W,1096.722,0.543,0.195,2.781,0.005421647,0.016789817
YLR305C,538.180,0.543,0.222,2.443,0.014546661,0.038929498
YLR115W,321.952,0.543,0.239,2.270,0.023193829,0.057373198
YMR277W,555.516,0.546,0.225,2.432,0.015008237,0.039870441
YKR043C,783.098,0.548,0.229,2.395,0.016614304,0.043361523
YMR116C,22145.862,0.548,0.192,2.856,0.004287758,0.013816046
YGR185C,1947.384,0.548,0.199,2.754,0.005883587,0.017994909
YOL093W,229.566,0.550,0.257,2.139,0.032424114,0.075968261
YHL004W,323.095,0.550,0.240,2.287,0.022185232,0.055442688
YML099C,347.228,0.550,0.241,2.282,0.022488628,0.055995035
YBR079C,1978.364,0.550,0.183,3.011,0.002606216,0.00903865
YPR044C,2878.191,0.550,0.222,2.474,0.013363949,0.036119857
YDR381W,1077.005,0.550,0.194,2.832,0.004618566,0.014644758
YLR421C,275.165,0.551,0.249,2.208,0.027261943,0.065742992
YOR108W,892.667,0.551,0.199,2.771,0.005583734,0.017223111
YLR448W,3342.154,0.551,0.171,3.214,0.00130968,0.004959639
YMR260C,931.904,0.553,0.235,2.347,0.018925938,0.048409807
YLR006C,375.880,0.553,0.219,2.526,0.01153142,0.031961193
YNL312W,413.876,0.553,0.232,2.387,0.016989425,0.044141659
YBR038W,460.350,0.553,0.216,2.566,0.010299155,0.029215861
YIL104C,392.359,0.554,0.218,2.547,0.010877965,0.030523412
YNL321W,260.603,0.555,0.247,2.249,0.024519023,0.060168975
YDR017C,443.619,0.556,0.212,2.623,0.008708413,0.025351366
YNL257C,393.628,0.556,0.219,2.538,0.011159625,0.031226851
YLR242C,279.238,0.557,0.241,2.309,0.020947267,0.052908145
YOR197W,700.983,0.557,0.197,2.827,0.004701548,0.01488185
YGL008C,10565.299,0.558,0.188,2.971,0.002972162,0.010133301
YKL072W,241.046,0.558,0.251,2.227,0.025965049,0.063006666
YLL035W,266.833,0.559,0.273,2.048,0.040559833,0.090991902
YNL240C,285.275,0.559,0.237,2.361,0.018208638,0.046861607
YLR007W,210.698,0.561,0.258,2.178,0.029388831,0.069849854
YML008C,2013.755,0.562,0.179,3.142,0.001680147,0.006152619
YLR389C,612.252,0.562,0.202,2.780,0.005427648,0.016798833
YBR185C,239.173,0.563,0.281,2.006,0.044846517,0.098855031
YDR346C,924.126,0.564,0.188,2.998,0.002715776,0.009353
YHL029C,310.324,0.564,0.236,2.394,0.016663585,0.043431506
YHL031C,215.003,0.564,0.254,2.222,0.026312369,0.063753123
YIL038C,504.416,0.565,0.224,2.526,0.011550818,0.031974294
YJL138C,5507.105,0.565,0.181,3.112,0.001856171,0.006738222
YMR288W,313.175,0.566,0.229,2.472,0.013417746,0.036247244
YIL115C,687.181,0.567,0.198,2.868,0.004136385,0.01339706
YJR072C,508.937,0.567,0.209,2.713,0.006670125,0.02011766
YNL189W,1736.471,0.567,0.194,2.929,0.003398477,0.011310231
YJL183W,824.728,0.568,0.200,2.844,0.004455046,0.014209116
YER008C,346.670,0.568,0.262,2.170,0.030036132,0.071201606
YPR119W,281.111,0.569,0.241,2.360,0.018271218,0.046955995
YER076C,189.596,0.569,0.262,2.169,0.03011766,0.071332681
YBL061C,708.103,0.569,0.196,2.907,0.003651067,0.012011195
YER151C,590.161,0.570,0.204,2.791,0.00524772,0.016363016
YNL016W,1116.386,0.570,0.214,2.664,0.007720111,0.022915919
YBR031W,28625.139,0.571,0.173,3.308,0.000941268,0.003743096
YHR031C,298.697,0.571,0.241,2.372,0.017674611,0.045681812
YNL254C,177.998,0.573,0.268,2.138,0.032490125,0.076057383
YBL079W,661.658,0.573,0.203,2.819,0.004814965,0.015196622
YDL052C,470.467,0.573,0.220,2.609,0.0090683,0.026160962
YKR037C,179.778,0.574,0.266,2.160,0.030778075,0.072612221
YOR271C,677.898,0.575,0.198,2.898,0.003756937,0.012314782
YNL175C,561.912,0.575,0.242,2.373,0.017642712,0.045621049
YPR089W,398.722,0.575,0.217,2.653,0.007973267,0.023500611
YBR191W,6351.629,0.576,0.217,2.648,0.008097241,0.023801511
YLR067C,155.208,0.576,0.281,2.049,0.040487212,0.090866471
YPL263C,546.992,0.576,0.214,2.693,0.007077532,0.021205301
YPR187W,456.073,0.577,0.236,2.448,0.014349697,0.038516117
YIL123W,675.116,0.577,0.230,2.506,0.0122129,0.033474671
YDL066W,684.751,0.578,0.203,2.852,0.004341944,0.01394654
YGR140W,238.084,0.578,0.262,2.208,0.027209888,0.065646571
YDR416W,453.915,0.580,0.219,2.652,0.008000164,0.023567115
YOL123W,818.285,0.580,0.192,3.016,0.002564917,0.00891247
YOR184W,1695.340,0.581,0.199,2.920,0.003503042,0.011580268
YPL131W,18548.394,0.582,0.166,3.498,0.000468588,0.002063723
YAR007C,405.126,0.582,0.220,2.643,0.008215239,0.024060352
YPL094C,752.869,0.583,0.205,2.848,0.004393552,0.014054285
YLR312W-A,222.666,0.585,0.255,2.291,0.021942773,0.054912472
YDR166C,393.282,0.585,0.219,2.671,0.007556984,0.022493091
YEL036C,810.022,0.586,0.213,2.757,0.00583233,0.01787836
YHR133C,810.770,0.586,0.225,2.602,0.009263661,0.026639762
YEL063C,593.119,0.587,0.216,2.716,0.006615526,0.020019604
YJR092W,304.770,0.588,0.237,2.482,0.013060403,0.03547576
YGL228W,615.588,0.590,0.201,2.933,0.003356728,0.011198702
YLR406C,997.169,0.590,0.191,3.093,0.001979666,0.007134145
YEL040W,1854.354,0.590,0.178,3.319,0.000903169,0.003619333
YHR050W,377.412,0.592,0.221,2.678,0.007409806,0.022079193
YOL120C,11096.666,0.592,0.184,3.221,0.001277711,0.004867478
YJR031C,310.772,0.594,0.233,2.550,0.01077508,0.030290453
YDR457W,576.443,0.597,0.233,2.562,0.010398989,0.029437639
YLL028W,507.779,0.597,0.209,2.856,0.004288615,0.013816046
YML088W,348.759,0.598,0.238,2.517,0.011847609,0.032604909
YNL121C,946.039,0.598,0.226,2.646,0.008143061,0.023910349
YGR189C,2911.582,0.600,0.200,2.999,0.002712104,0.009346274
YLR018C,296.213,0.600,0.231,2.595,0.009447296,0.027081915
YJL111W,1365.224,0.600,0.199,3.016,0.002564859,0.00891247
YDR462W,143.310,0.602,0.296,2.034,0.041977117,0.093515594
YBR084C-A,5197.135,0.603,0.185,3.257,0.001127175,0.004362689
YNL162W,2581.018,0.603,0.262,2.305,0.021151981,0.053276737
YER073W,540.232,0.604,0.209,2.895,0.003788091,0.01240942
YKL074C,318.433,0.605,0.228,2.658,0.007866983,0.02322511
YML053C,130.773,0.605,0.300,2.017,0.043712963,0.096866785
YGL148W,1863.839,0.606,0.178,3.406,0.000660323,0.002779284
YGR264C,2324.149,0.606,0.178,3.413,0.000641868,0.002712104
YKL163W,182.960,0.607,0.270,2.248,0.024598969,0.060337931
YGR085C,3372.046,0.607,0.173,3.498,0.000468683,0.002063723
YLR272C,310.796,0.608,0.243,2.505,0.012253778,0.033569796
YHR107C,457.642,0.608,0.241,2.524,0.011605331,0.032100606
YNL075W,356.301,0.608,0.229,2.660,0.007821747,0.023141818
YDR062W,1262.796,0.608,0.184,3.304,0.00095482,0.003784485
YOL036W,563.606,0.608,0.213,2.854,0.004315778,0.013883264
YDR347W,281.613,0.609,0.237,2.564,0.010341282,0.029304789
YMR268C,220.037,0.609,0.252,2.416,0.015681862,0.041336871
YFL001W,243.343,0.610,0.265,2.304,0.021231877,0.053453216
YHR051W,302.164,0.611,0.233,2.620,0.008798764,0.025535369
YPR163C,1695.016,0.611,0.196,3.122,0.001797698,0.006560995
YCR059C,267.007,0.612,0.261,2.348,0.018866511,0.048280512
YIL103W,448.934,0.614,0.219,2.806,0.00502012,0.015743607
YLR373C,343.161,0.614,0.272,2.255,0.024148052,0.05939506
YGR191W,942.555,0.614,0.198,3.107,0.001892964,0.006853487
YPL237W,1848.212,0.615,0.219,2.805,0.00502891,0.015762081
YLR347C,747.657,0.616,0.214,2.871,0.004097201,0.013293903
YBR102C,316.599,0.616,0.242,2.549,0.01080486,0.030349603
YGL099W,558.476,0.616,0.205,3.009,0.002617099,0.009064832
YPL028W,2346.351,0.616,0.176,3.509,0.000449505,0.002001798
YNR018W,358.353,0.617,0.244,2.525,0.011553786,0.031974294
YAL023C,1616.963,0.620,0.185,3.356,0.000789461,0.003236311
YOR342C,574.943,0.621,0.212,2.923,0.003466758,0.011499635
YPL068C,195.976,0.621,0.293,2.121,0.033943698,0.078882834
YGR217W,259.223,0.622,0.300,2.077,0.037781462,0.086000666
YKL033W,319.022,0.622,0.234,2.658,0.007849693,0.023199255
YLR017W,642.963,0.622,0.198,3.146,0.00165339,0.006075092
YBL020W,479.128,0.623,0.210,2.962,0.003057303,0.010352187
YDL075W,2407.404,0.624,0.249,2.503,0.0123251,0.033714233
YGR111W,439.993,0.624,0.222,2.804,0.005040097,0.015788045
YEL060C,651.485,0.624,0.222,2.810,0.004946985,0.015550118
YBR112C,705.418,0.625,0.246,2.543,0.010982202,0.030752427
YLR096W,421.138,0.626,0.265,2.366,0.017990663,0.046388442
YNR046W,262.321,0.627,0.240,2.613,0.008974019,0.025999314
YPL249C-A,2567.136,0.627,0.218,2.882,0.003948836,0.012858545
YLR061W,5701.840,0.630,0.238,2.642,0.008251342,0.024146956
YKL068W,856.666,0.630,0.215,2.936,0.003329139,0.011120304
YDR205W,342.401,0.633,0.235,2.701,0.006919538,0.020754798
YLR407W,264.053,0.634,0.240,2.645,0.008174618,0.023977116
YHR079C,269.340,0.634,0.245,2.584,0.009778845,0.027973362
YGL246C,391.607,0.634,0.245,2.586,0.009699642,0.027776014
YHR019C,4012.608,0.635,0.170,3.727,0.000193859,0.000961867
YOR051C,862.730,0.635,0.191,3.328,0.000873903,0.003533298
YBR133C,568.816,0.635,0.231,2.745,0.006043695,0.018422428
YPL037C,2205.132,0.636,0.208,3.061,0.002206367,0.007816434
YNR054C,201.991,0.636,0.266,2.389,0.016910771,0.043958306
YDR180W,182.722,0.637,0.284,2.246,0.024709526,0.060499955
YPR189W,333.165,0.638,0.236,2.704,0.006847643,0.020573194
YLR103C,182.827,0.639,0.313,2.039,0.041487836,0.092577289
YKL166C,271.075,0.639,0.290,2.204,0.027501574,0.066203435
YPR084W,164.141,0.640,0.299,2.139,0.032464886,0.07603103
YHR081W,126.327,0.645,0.321,2.012,0.044174618,0.097651046
YPR135W,246.249,0.646,0.248,2.604,0.009218102,0.026536812
YOR127W,403.966,0.646,0.224,2.882,0.003954031,0.012867755
YGR285C,4574.866,0.647,0.179,3.605,0.000312431,0.001468454
YPR141C,139.067,0.648,0.312,2.075,0.037981991,0.086240528
YGL169W,392.214,0.650,0.220,2.953,0.003150655,0.010635174
YPR104C,227.697,0.651,0.248,2.622,0.008739914,0.025402271
YDL201W,353.541,0.651,0.223,2.914,0.00356322,0.011757761
YOL145C,404.845,0.651,0.225,2.894,0.003800795,0.012443543
YBR085W,164.838,0.652,0.297,2.195,0.028150588,0.067556443
YAR008W,110.180,0.653,0.321,2.035,0.041866158,0.093344883
YDR300C,473.569,0.653,0.212,3.076,0.002098334,0.007497201
YLR326W,127.329,0.654,0.324,2.018,0.043617455,0.096694547
YIL026C,358.627,0.655,0.222,2.950,0.003176423,0.010708361
YHR120W,302.631,0.655,0.262,2.500,0.01242112,0.033959804
YMR312W,255.743,0.655,0.249,2.634,0.008434212,0.024645485
YLR293C,4057.744,0.655,0.176,3.714,0.000203843,0.001004073
YDR508C,2191.355,0.656,0.178,3.697,0.00021801,0.001067715
YNL029C,185.000,0.657,0.271,2.420,0.015518025,0.040944697
YDR161W,560.193,0.658,0.211,3.111,0.00186398,0.006762058
YBR187W,1188.139,0.658,0.194,3.384,0.000714372,0.002979108
YLR441C,10609.586,0.658,0.173,3.799,0.00014528,0.000741117
YMR147W,151.441,0.659,0.296,2.228,0.025891079,0.062929403
YLR340W,27033.543,0.659,0.181,3.643,0.000269314,0.001283551
YOR048C,494.890,0.660,0.216,3.050,0.002287771,0.008052361
YKL010C,445.933,0.660,0.222,2.967,0.003004986,0.010219583
YKL191W,607.707,0.660,0.207,3.181,0.00146605,0.005490621
YPR183W,1210.390,0.661,0.200,3.307,0.000941597,0.003743096
YMR024W,434.202,0.661,0.226,2.931,0.003379108,0.011266457
YDR091C,1202.491,0.663,0.224,2.964,0.003035073,0.01028973
YGL107C,327.708,0.664,0.233,2.849,0.004384562,0.014050235
YOR208W,291.182,0.664,0.242,2.738,0.006173691,0.018776583
YHL040C,383.989,0.665,0.228,2.920,0.003495408,0.011569099
YBR036C,799.759,0.665,0.193,3.450,0.000560579,0.002415553
YLL018C,3808.579,0.666,0.175,3.793,0.000149057,0.000756838
YDL102W,284.204,0.666,0.240,2.781,0.005415189,0.016779371
YLR439W,386.877,0.667,0.223,2.992,0.002768241,0.009527655
YBR002C,279.852,0.667,0.240,2.773,0.005550115,0.017138856
YJR121W,2287.401,0.668,0.177,3.772,0.000161666,0.000813265
YHR099W,434.067,0.668,0.222,3.005,0.002652353,0.009175251
YLR215C,199.035,0.670,0.267,2.511,0.012032499,0.033046832
YBR106W,2450.143,0.670,0.189,3.538,0.000403468,0.001822621
YJL063C,205.570,0.670,0.281,2.379,0.017341418,0.044906014
YOR361C,3200.376,0.670,0.176,3.814,0.000136646,0.000700359
YNL247W,1247.611,0.671,0.189,3.541,0.000398231,0.001804652
YLR167W,18266.070,0.671,0.192,3.493,0.000478021,0.002098044
YJL121C,803.494,0.671,0.215,3.120,0.00180755,0.006588107
YBR030W,387.746,0.673,0.231,2.915,0.003553814,0.011733843
YKL176C,382.426,0.673,0.219,3.077,0.002093915,0.007491256
YJR109C,523.401,0.674,0.213,3.161,0.001572775,0.005830096
YPL009C,478.577,0.674,0.217,3.105,0.001903131,0.006881136
YJR094W-A,1280.928,0.675,0.281,2.404,0.016208407,0.04243684
YCR017C,775.460,0.676,0.203,3.323,0.000891385,0.003583931
YOR262W,237.771,0.676,0.246,2.746,0.006029186,0.018388509
